Input	Input_source	Output	Output_source
C11484	KEGG	CHEBI:5206	ChEBI
C11485	KEGG	CHEBI:6342	ChEBI
C11486	KEGG	CHEBI:7421	ChEBI
C12114	KEGG	CHEBI:29487	ChEBI
C13676	KEGG	CHEBI:34809	ChEBI
C15627	KEGG	CHEBI:79993	ChEBI
C18500	KEGG	CHEBI:81790	ChEBI
C18502	KEGG	CHEBI:81792	ChEBI
C18548	KEGG	CHEBI:81823	ChEBI
C18788	KEGG	CHEBI:81961	ChEBI
C18913	KEGG	CHEBI:82056	ChEBI
C18924	KEGG	CHEBI:82066	ChEBI
C19044	KEGG	CHEBI:82171	ChEBI
C19052	KEGG	CHEBI:82179	ChEBI
C19090	KEGG	CHEBI:82212	ChEBI
C18903	KEGG	CHEBI:82048	ChEBI
C18464	KEGG	CHEBI:81764	ChEBI
C16246	KEGG	CHEBI:19896	ChEBI
C14333	KEGG	CHEBI:34935	ChEBI
C22069	KEGG	CHEBI:182946	ChEBI
C11106	KEGG	CHEBI:28515	ChEBI
C02244	KEGG	CHEBI:29348	ChEBI
C06866	KEGG	CHEBI:3374	ChEBI
C16952	KEGG	CHEBI:46932	ChEBI
C08396	KEGG	CHEBI:2698	ChEBI
C08454	KEGG	CHEBI:282	ChEBI
C10944	KEGG	CHEBI:5990	ChEBI
C11109	KEGG	CHEBI:5588	ChEBI
C12157	KEGG	CHEBI:31876	ChEBI
C12158	KEGG	CHEBI:31872	ChEBI
C12159	KEGG	CHEBI:31873	ChEBI
C12160	KEGG	CHEBI:31874	ChEBI
C12161	KEGG	CHEBI:31875	ChEBI
C15693	KEGG	CHEBI:80028	ChEBI
C16696	KEGG	CHEBI:80664	ChEBI
C17091	KEGG	CHEBI:80920	ChEBI
C17827	KEGG	CHEBI:81359	ChEBI
C18212	KEGG	CHEBI:81589	ChEBI
C18213	KEGG	CHEBI:81590	ChEBI
C18214	KEGG	CHEBI:81591	ChEBI
C06551	KEGG	CHEBI:177279	ChEBI
C02722	KEGG	CHEBI:15860	ChEBI
C11108	KEGG	CHEBI:28598	ChEBI
C03078	KEGG	CHEBI:18062	ChEBI
C03078	KEGG	CHEBI:18062	ChEBI
C00990	KEGG	CHEBI:18120	ChEBI
C00990	KEGG	CHEBI:18120	ChEBI
C11710	KEGG	CHEBI:4460	ChEBI
C13836	KEGG	CHEBI:34601	ChEBI
C15619	KEGG	CHEBI:64210	ChEBI
C06332	KEGG	CHEBI:165203	ChEBI
C07528	KEGG	CHEBI:6759	ChEBI
C07532	KEGG	CHEBI:8890	ChEBI
C20220	KEGG	CHEBI:90724	ChEBI
C14319	KEGG	CHEBI:34967	ChEBI
C18467	KEGG	CHEBI:39328	ChEBI
C18170	KEGG	CHEBI:30322	ChEBI
C01255	KEGG	CHEBI:49255	ChEBI
C05936	KEGG	CHEBI:7386	ChEBI
C14568	KEGG	CHEBI:34590	ChEBI
C12058	KEGG	CHEBI:171741	ChEBI
C07142	KEGG	CHEBI:9611	ChEBI
C02505	KEGG	CHEBI:16562	ChEBI
C07001	KEGG	CHEBI:75984	ChEBI
C17720	KEGG	CHEBI:76130	ChEBI
C01608	KEGG	CHEBI:8249	ChEBI
C08169	KEGG	CHEBI:6741	ChEBI
C07080	KEGG	CHEBI:6532	ChEBI
C08005	KEGG	CHEBI:2569	ChEBI
C09245	KEGG	CHEBI:9543	ChEBI
C20132	KEGG	CHEBI:68236	ChEBI
C07368	KEGG	CHEBI:8364	ChEBI
C18559	KEGG	CHEBI:81831	ChEBI
C18560	KEGG	CHEBI:81832	ChEBI
C18593	KEGG	CHEBI:81853	ChEBI
C18522	KEGG	CHEBI:81802	ChEBI
C18550	KEGG	CHEBI:81825	ChEBI
C18868	KEGG	CHEBI:82025	ChEBI
C18896	KEGG	CHEBI:82043	ChEBI
C07301	KEGG	CHEBI:17352	ChEBI
C04131	KEGG	CHEBI:35735	ChEBI
C02362	KEGG	CHEBI:16327	ChEBI
C00940	KEGG	CHEBI:30882	ChEBI
C03623	KEGG	CHEBI:37041	ChEBI
C05572	KEGG	CHEBI:30883	ChEBI
C06374	KEGG	CHEBI:28900	ChEBI
C01444	KEGG	CHEBI:18058	ChEBI
C01444	KEGG	CHEBI:18058	ChEBI
C01596	KEGG	CHEBI:29045	ChEBI
C11721	KEGG	CHEBI:3354	ChEBI
C05932	KEGG	CHEBI:27657	ChEBI
C12864	KEGG	CHEBI:32181	ChEBI
C18520	KEGG	CHEBI:38798	ChEBI
C08661	KEGG	CHEBI:2934	ChEBI
C07492	KEGG	CHEBI:7824	ChEBI
C00071	KEGG	CHEBI:17478	ChEBI
C06069	KEGG	CHEBI:5964	ChEBI
C09785	KEGG	CHEBI:25	ChEBI
C09777	KEGG	CHEBI:4685	ChEBI
C09622	KEGG	CHEBI:3159	ChEBI
C19440	KEGG	CHEBI:566274	ChEBI
C14448	KEGG	CHEBI:34779	ChEBI
C17622	KEGG	CHEBI:64239	ChEBI
C12518	KEGG	CHEBI:64276	ChEBI
C05827	KEGG	CHEBI:28104	ChEBI
C05130	KEGG	CHEBI:27398	ChEBI
C04043	KEGG	CHEBI:27978	ChEBI
C05581	KEGG	CHEBI:28111	ChEBI
C05581	KEGG	CHEBI:28111	ChEBI
C03765	KEGG	CHEBI:15621	ChEBI
C00601	KEGG	CHEBI:16424	ChEBI
C16075	KEGG	CHEBI:50723	ChEBI
C16587	KEGG	CHEBI:80586	ChEBI
C16592	KEGG	CHEBI:80590	ChEBI
C11634	KEGG	CHEBI:18057	ChEBI
C11633	KEGG	CHEBI:16425	ChEBI
C08305	KEGG	CHEBI:5583	ChEBI
C08493	KEGG	CHEBI:28238	ChEBI
C07327	KEGG	CHEBI:28345	ChEBI
C06050	KEGG	CHEBI:28038	ChEBI
C00250	KEGG	CHEBI:17310	ChEBI
C06051	KEGG	CHEBI:17889	ChEBI
C06051	KEGG	CHEBI:17889	ChEBI
C13455	KEGG	CHEBI:31157	ChEBI
C16501	KEGG	CHEBI:24012	ChEBI
C03461	KEGG	CHEBI:15894	ChEBI
C08499	KEGG	CHEBI:7610	ChEBI
C04435	KEGG	CHEBI:17546	ChEBI
C04435	KEGG	CHEBI:17546	ChEBI
C11942	KEGG	CHEBI:27049	ChEBI
C19249	KEGG	CHEBI:82334	ChEBI
C00376	KEGG	CHEBI:17898	ChEBI
C02110	KEGG	CHEBI:16066	ChEBI
C16681	KEGG	CHEBI:78273	ChEBI
C06734	KEGG	CHEBI:17457	ChEBI
C06734	KEGG	CHEBI:17457	ChEBI
C07330	KEGG	CHEBI:15825	ChEBI
C01471	KEGG	CHEBI:15368	ChEBI
C01471	KEGG	CHEBI:15368	ChEBI
C10945	KEGG	CHEBI:28323	ChEBI
C00903	KEGG	CHEBI:16731	ChEBI
C00903	KEGG	CHEBI:16731	ChEBI
C05608	KEGG	CHEBI:28353	ChEBI
C02666	KEGG	CHEBI:16547	ChEBI
C02666	KEGG	CHEBI:16547	ChEBI
C05610	KEGG	CHEBI:27949	ChEBI
C05610	KEGG	CHEBI:27949	ChEBI
C12288	KEGG	CHEBI:32318	ChEBI
C12288	KEGG	CHEBI:173562	ChEBI
C05608	KEGG	CHEBI:181650	ChEBI
C10475	KEGG	CHEBI:196005	ChEBI
C13453	KEGG	CHEBI:32304	ChEBI
C11480	KEGG	CHEBI:1283	ChEBI
C18011	KEGG	CHEBI:51922	ChEBI
C19377	KEGG	CHEBI:41607	ChEBI
C09145	KEGG	CHEBI:7777	ChEBI
C01499	KEGG	CHEBI:16980	ChEBI
C09847	KEGG	CHEBI:29020	ChEBI
C19839	KEGG	CHEBI:79065	ChEBI
C06123	KEGG	CHEBI:17585	ChEBI
C08497	KEGG	CHEBI:28913	ChEBI
C15604	KEGG	CHEBI:137934	ChEBI
C13793	KEGG	CHEBI:34329	ChEBI
C06613	KEGG	CHEBI:190243	ChEBI
C02648	KEGG	CHEBI:16711	ChEBI
C05985	KEGG	CHEBI:27976	ChEBI
C22087	KEGG	CHEBI:141054	ChEBI
C02223	KEGG	CHEBI:16182	ChEBI
C19049	KEGG	CHEBI:61135	ChEBI
C19491	KEGG	CHEBI:134628	ChEBI
C20321	KEGG	CHEBI:61136	ChEBI
C03219	KEGG	CHEBI:17502	ChEBI
C03982	KEGG	CHEBI:16616	ChEBI
C03982	KEGG	CHEBI:35961	ChEBI
C03219	KEGG	CHEBI:61143	ChEBI
C16310	KEGG	CHEBI:23292	ChEBI
C16343	KEGG	CHEBI:76151	ChEBI
C16323	KEGG	CHEBI:80444	ChEBI
C00609	KEGG	CHEBI:17176	ChEBI
C00517	KEGG	CHEBI:17600	ChEBI
C01948	KEGG	CHEBI:17302	ChEBI
C02278	KEGG	CHEBI:27836	ChEBI
C16947	KEGG	CHEBI:80815	ChEBI
C12307	KEGG	CHEBI:31457	ChEBI
C14390	KEGG	CHEBI:34787	ChEBI
C01545	KEGG	CHEBI:17935	ChEBI
C16343	KEGG	CHEBI:177251	ChEBI
C16947	KEGG	CHEBI:179325	ChEBI
C06123	KEGG	CHEBI:179675	ChEBI
C20128	KEGG	CHEBI:181367	ChEBI
C09842	KEGG	CHEBI:39100	ChEBI
C14941	KEGG	CHEBI:39098	ChEBI
C07594	KEGG	CHEBI:27815	ChEBI
C09894	KEGG	CHEBI:27474	ChEBI
C09845	KEGG	CHEBI:3706	ChEBI
C09846	KEGG	CHEBI:3707	ChEBI
C16780	KEGG	CHEBI:39113	ChEBI
C16781	KEGG	CHEBI:39114	ChEBI
C14096	KEGG	CHEBI:34334	ChEBI
C14100	KEGG	CHEBI:20367	ChEBI
C04471	KEGG	CHEBI:15624	ChEBI
C04471	KEGG	CHEBI:15624	ChEBI
C14279	KEGG	CHEBI:34768	ChEBI
C08972	KEGG	CHEBI:8710	ChEBI
C10085	KEGG	CHEBI:6995	ChEBI
C08950	KEGG	CHEBI:5580	ChEBI
C02373	KEGG	CHEBI:17998	ChEBI
C02373	KEGG	CHEBI:17998	ChEBI
C01838	KEGG	CHEBI:17034	ChEBI
C01838	KEGG	CHEBI:17034	ChEBI
C04106	KEGG	CHEBI:17413	ChEBI
C06145	KEGG	CHEBI:28180	ChEBI
C00969	KEGG	CHEBI:17871	ChEBI
C00969	KEGG	CHEBI:17871	ChEBI
C00479	KEGG	CHEBI:17153	ChEBI
C12002	KEGG	CHEBI:77011	ChEBI
C12003	KEGG	CHEBI:29572	ChEBI
C02400	KEGG	CHEBI:15906	ChEBI
C00744	KEGG	CHEBI:17371	ChEBI
C01457	KEGG	CHEBI:17658	ChEBI
C14866	KEGG	CHEBI:48814	ChEBI
C15488	KEGG	CHEBI:14272	ChEBI
C09677	KEGG	CHEBI:5647	ChEBI
C09692	KEGG	CHEBI:6070	ChEBI
C09712	KEGG	CHEBI:8305	ChEBI
C10974	KEGG	CHEBI:1894	ChEBI
C16835	KEGG	CHEBI:80762	ChEBI
C19484	KEGG	CHEBI:82514	ChEBI
C05634	KEGG	CHEBI:50157	ChEBI
C00637	KEGG	CHEBI:18086	ChEBI
C00637	KEGG	CHEBI:18086	ChEBI
C05654	KEGG	CHEBI:2010	ChEBI
C01852	KEGG	CHEBI:18002	ChEBI
C05918	KEGG	CHEBI:28537	ChEBI
C14045	KEGG	CHEBI:34597	ChEBI
C14044	KEGG	CHEBI:34596	ChEBI
C17384	KEGG	CHEBI:47856	ChEBI
C09848	KEGG	CHEBI:299	ChEBI
C11384	KEGG	CHEBI:368	ChEBI
C16462	KEGG	CHEBI:80507	ChEBI
C01053	KEGG	CHEBI:16654	ChEBI
C01053	KEGG	CHEBI:16654	ChEBI
C07726	KEGG	CHEBI:28779	ChEBI
C07719	KEGG	CHEBI:27534	ChEBI
C16311	KEGG	CHEBI:19143	ChEBI
C02217	KEGG	CHEBI:17130	ChEBI
C19624	KEGG	CHEBI:76318	ChEBI
C06102	KEGG	CHEBI:2490	ChEBI
C03273	KEGG	CHEBI:39153	ChEBI
C16322	KEGG	CHEBI:78700	ChEBI
C19617	KEGG	CHEBI:133357	ChEBI
C19614	KEGG	CHEBI:134195	ChEBI
C00433	KEGG	CHEBI:17415	ChEBI
C16159	KEGG	CHEBI:49075	ChEBI
C01146	KEGG	CHEBI:16992	ChEBI
C01146	KEGG	CHEBI:16992	ChEBI
C00349	KEGG	CHEBI:16256	ChEBI
C00349	KEGG	CHEBI:16256	ChEBI
C06002	KEGG	CHEBI:27821	ChEBI
C21030	KEGG	CHEBI:192476	ChEBI
C06474	KEGG	CHEBI:27861	ChEBI
C06478	KEGG	CHEBI:27550	ChEBI
C15017	KEGG	CHEBI:79540	ChEBI
C00891	KEGG	CHEBI:17934	ChEBI
C15001	KEGG	CHEBI:79524	ChEBI
C15135	KEGG	CHEBI:79653	ChEBI
C05295	KEGG	CHEBI:75308	ChEBI
C04108	KEGG	CHEBI:15690	ChEBI
C04108	KEGG	CHEBI:15690	ChEBI
C05297	KEGG	CHEBI:799	ChEBI
C05445	KEGG	CHEBI:27428	ChEBI
C05445	KEGG	CHEBI:27428	ChEBI
C11509	KEGG	CHEBI:16286	ChEBI
C05473	KEGG	CHEBI:86389	ChEBI
C08853	KEGG	CHEBI:3201	ChEBI
C08882	KEGG	CHEBI:28841	ChEBI
C16969	KEGG	CHEBI:38344	ChEBI
C08868	KEGG	CHEBI:28271	ChEBI
C01301	KEGG	CHEBI:16466	ChEBI
C01780	KEGG	CHEBI:27584	ChEBI
C18039	KEGG	CHEBI:30834	ChEBI
C08858	KEGG	CHEBI:27663	ChEBI
C08869	KEGG	CHEBI:5650	ChEBI
C17526	KEGG	CHEBI:81159	ChEBI
C17525	KEGG	CHEBI:81158	ChEBI
C16820	KEGG	CHEBI:80753	ChEBI
C05474	KEGG	CHEBI:1684	ChEBI
C17206	KEGG	CHEBI:80961	ChEBI
C10352	KEGG	CHEBI:5715	ChEBI
C08701	KEGG	CHEBI:7626	ChEBI
C11115	KEGG	CHEBI:2091	ChEBI
C22647	KEGG	CHEBI:228189	ChEBI
C00084	KEGG	CHEBI:15343	ChEBI
C06754	KEGG	CHEBI:27871	ChEBI
C01929	KEGG	CHEBI:27676	ChEBI
C00193	KEGG	CHEBI:33855	ChEBI
C10812	KEGG	CHEBI:8240	ChEBI
C11101	KEGG	CHEBI:412516	ChEBI
C16811	KEGG	CHEBI:80746	ChEBI
C21569	KEGG	CHEBI:182500	ChEBI
C03057	KEGG	CHEBI:17605	ChEBI
C03574	KEGG	CHEBI:18033	ChEBI
C03574	KEGG	CHEBI:18033	ChEBI
C00755	KEGG	CHEBI:18346	ChEBI
C00755	KEGG	CHEBI:18346	ChEBI
C00193	KEGG	CHEBI:17169	ChEBI
C00261	KEGG	CHEBI:17169	ChEBI
C00261	KEGG	CHEBI:17169	ChEBI
C03067	KEGG	CHEBI:16207	ChEBI
C00633	KEGG	CHEBI:17597	ChEBI
C06202	KEGG	CHEBI:16008	ChEBI
C14087	KEGG	CHEBI:20110	ChEBI
C14108	KEGG	CHEBI:20414	ChEBI
C21166	KEGG	CHEBI:190392	ChEBI
C07214	KEGG	CHEBI:27434	ChEBI
C07209	KEGG	CHEBI:28476	ChEBI
C06758	KEGG	CHEBI:28617	ChEBI
C05585	KEGG	CHEBI:28508	ChEBI
C16700	KEGG	CHEBI:50205	ChEBI
C09975	KEGG	CHEBI:28150	ChEBI
C06577	KEGG	CHEBI:28671	ChEBI
C02201	KEGG	CHEBI:17098	ChEBI
C10761	KEGG	CHEBI:28235	ChEBI
C16788	KEGG	CHEBI:80728	ChEBI
C11427	KEGG	CHEBI:28091	ChEBI
C14090	KEGG	CHEBI:52367	ChEBI
C14099	KEGG	CHEBI:52368	ChEBI
C02647	KEGG	CHEBI:16671	ChEBI
C02647	KEGG	CHEBI:16671	ChEBI
C01149	KEGG	CHEBI:18020	ChEBI
C01149	KEGG	CHEBI:18020	ChEBI
C01412	KEGG	CHEBI:15743	ChEBI
C01412	KEGG	CHEBI:15743	ChEBI
C07329	KEGG	CHEBI:16638	ChEBI
C07329	KEGG	CHEBI:16638	ChEBI
C19567	KEGG	CHEBI:66879	ChEBI
C19569	KEGG	CHEBI:66951	ChEBI
C00067	KEGG	CHEBI:16842	ChEBI
C06461	KEGG	CHEBI:50413	ChEBI
C05999	KEGG	CHEBI:18419	ChEBI
C05999	KEGG	CHEBI:18419	ChEBI
C00937	KEGG	CHEBI:17167	ChEBI
C00937	KEGG	CHEBI:17167	ChEBI
C00424	KEGG	CHEBI:18041	ChEBI
C00424	KEGG	CHEBI:18041	ChEBI
C05577	KEGG	CHEBI:27852	ChEBI
C05583	KEGG	CHEBI:27932	ChEBI
C03230	KEGG	CHEBI:15976	ChEBI
C03230	KEGG	CHEBI:15976	ChEBI
C00266	KEGG	CHEBI:17071	ChEBI
C00266	KEGG	CHEBI:17071	ChEBI
C01928	KEGG	CHEBI:24960	ChEBI
C00538	KEGG	CHEBI:27659	ChEBI
C00546	KEGG	CHEBI:17158	ChEBI
C16849	KEGG	CHEBI:51283	ChEBI
C06603	KEGG	CHEBI:18301	ChEBI
C06603	KEGG	CHEBI:18301	ChEBI
C08498	KEGG	CHEBI:27733	ChEBI
C02576	KEGG	CHEBI:15421	ChEBI
C05938	KEGG	CHEBI:27809	ChEBI
C01165	KEGG	CHEBI:17232	ChEBI
C00441	KEGG	CHEBI:18051	ChEBI
C17758	KEGG	CHEBI:16098	ChEBI
C04796	KEGG	CHEBI:16098	ChEBI
C04797	KEGG	CHEBI:17671	ChEBI
C04480	KEGG	CHEBI:18003	ChEBI
C04480	KEGG	CHEBI:18003	ChEBI
C04484	KEGG	CHEBI:18046	ChEBI
C04484	KEGG	CHEBI:18046	ChEBI
C04642	KEGG	CHEBI:17142	ChEBI
C00682	KEGG	CHEBI:17236	ChEBI
C00682	KEGG	CHEBI:17236	ChEBI
C00682	KEGG	CHEBI:67110	ChEBI
C06760	KEGG	CHEBI:28027	ChEBI
C03824	KEGG	CHEBI:15745	ChEBI
C03824	KEGG	CHEBI:15745	ChEBI
C18318	KEGG	CHEBI:81669	ChEBI
C00222	KEGG	CHEBI:17960	ChEBI
C00048	KEGG	CHEBI:16891	ChEBI
C02137	KEGG	CHEBI:18280	ChEBI
C03590	KEGG	CHEBI:28719	ChEBI
C03590	KEGG	CHEBI:28719	ChEBI
C12325	KEGG	CHEBI:31104	ChEBI
C00232	KEGG	CHEBI:16265	ChEBI
C06182	KEGG	CHEBI:7952	ChEBI
C06183	KEGG	CHEBI:2702	ChEBI
C06184	KEGG	CHEBI:7321	ChEBI
C08519	KEGG	CHEBI:3196	ChEBI
C08535	KEGG	CHEBI:7906	ChEBI
C09156	KEGG	CHEBI:4810	ChEBI
C09195	KEGG	CHEBI:5239	ChEBI
C09252	KEGG	CHEBI:10014	ChEBI
C09881	KEGG	CHEBI:6595	ChEBI
C10128	KEGG	CHEBI:2813	ChEBI
C10136	KEGG	CHEBI:3456	ChEBI
C10154	KEGG	CHEBI:6092	ChEBI
C10156	KEGG	CHEBI:6507	ChEBI
C10168	KEGG	CHEBI:8603	ChEBI
C10171	KEGG	CHEBI:116	ChEBI
C10333	KEGG	CHEBI:5977	ChEBI
C10592	KEGG	CHEBI:4766	ChEBI
C10610	KEGG	CHEBI:8209	ChEBI
C10867	KEGG	CHEBI:9291	ChEBI
C12185	KEGG	CHEBI:31895	ChEBI
C12454	KEGG	CHEBI:31211	ChEBI
C13664	KEGG	CHEBI:31879	ChEBI
C16782	KEGG	CHEBI:80722	ChEBI
C17464	KEGG	CHEBI:81107	ChEBI
C19435	KEGG	CHEBI:82476	ChEBI
C19477	KEGG	CHEBI:82507	ChEBI
C19481	KEGG	CHEBI:82511	ChEBI
C19482	KEGG	CHEBI:82512	ChEBI
C10391	KEGG	CHEBI:181715	ChEBI
C02043	KEGG	CHEBI:24813	ChEBI
C00954	KEGG	CHEBI:16411	ChEBI
C00954	KEGG	CHEBI:16411	ChEBI
C04197	KEGG	CHEBI:17990	ChEBI
C03868	KEGG	CHEBI:15711	ChEBI
C05635	KEGG	CHEBI:27823	ChEBI
C05660	KEGG	CHEBI:28281	ChEBI
C04611	KEGG	CHEBI:182518	ChEBI
C04695	KEGG	CHEBI:182762	ChEBI
C15811	KEGG	CHEBI:194810	ChEBI
C11284	KEGG	CHEBI:33070	ChEBI
C00331	KEGG	CHEBI:29750	ChEBI
C00331	KEGG	CHEBI:29750	ChEBI
C05644	KEGG	CHEBI:28549	ChEBI
C05646	KEGG	CHEBI:27597	ChEBI
C08544	KEGG	CHEBI:5518	ChEBI
C11741	KEGG	CHEBI:8978	ChEBI
C11742	KEGG	CHEBI:8979	ChEBI
C11743	KEGG	CHEBI:8980	ChEBI
C17751	KEGG	CHEBI:134458	ChEBI
C05766	KEGG	CHEBI:28766	ChEBI
C01051	KEGG	CHEBI:15437	ChEBI
C06670	KEGG	CHEBI:30748	ChEBI
C02370	KEGG	CHEBI:30747	ChEBI
C02357	KEGG	CHEBI:30793	ChEBI
C19056	KEGG	CHEBI:82183	ChEBI
C18767	KEGG	CHEBI:81946	ChEBI
C06614	KEGG	CHEBI:19982	ChEBI
C03918	KEGG	CHEBI:17365	ChEBI
C07095	KEGG	CHEBI:28558	ChEBI
C03585	KEGG	CHEBI:1472	ChEBI
C03572	KEGG	CHEBI:27895	ChEBI
C18241	KEGG	CHEBI:26887	ChEBI
C12833	KEGG	CHEBI:31069	ChEBI
C19027	KEGG	CHEBI:39411	ChEBI
C06755	KEGG	CHEBI:27869	ChEBI
C18244	KEGG	CHEBI:177909	ChEBI
C11746	KEGG	CHEBI:7969	ChEBI
C03716	KEGG	CHEBI:16859	ChEBI
C03716	KEGG	CHEBI:16859	ChEBI
C12888	KEGG	CHEBI:31677	ChEBI
C15425	KEGG	CHEBI:62112	ChEBI
C08589	KEGG	CHEBI:79068	ChEBI
C09668	KEGG	CHEBI:48635	ChEBI
C11831	KEGG	CHEBI:30619	ChEBI
C18152	KEGG	CHEBI:74628	ChEBI
C16540	KEGG	CHEBI:48396	ChEBI
C08582	KEGG	CHEBI:3136	ChEBI
C02139	KEGG	CHEBI:16900	ChEBI
C05306	KEGG	CHEBI:18230	ChEBI
C18151	KEGG	CHEBI:76032	ChEBI
C11832	KEGG	CHEBI:38259	ChEBI
C11850	KEGG	CHEBI:73113	ChEBI
C11830	KEGG	CHEBI:15433	ChEBI
C11829	KEGG	CHEBI:15434	ChEBI
C04536	KEGG	CHEBI:15432	ChEBI
C04536	KEGG	CHEBI:15432	ChEBI
C18153	KEGG	CHEBI:81544	ChEBI
C18154	KEGG	CHEBI:81545	ChEBI
C18155	KEGG	CHEBI:81546	ChEBI
C03343	KEGG	CHEBI:17243	ChEBI
C15429	KEGG	CHEBI:79929	ChEBI
C08073	KEGG	CHEBI:7488	ChEBI
C12155	KEGG	CHEBI:473992	ChEBI
C06572	KEGG	CHEBI:7660	ChEBI
C12156	KEGG	CHEBI:31927	ChEBI
C02359	KEGG	CHEBI:19577	ChEBI
C02364	KEGG	CHEBI:20021	ChEBI
C02371	KEGG	CHEBI:20364	ChEBI
C03444	KEGG	CHEBI:28420	ChEBI
C03444	KEGG	CHEBI:28420	ChEBI
C00539	KEGG	CHEBI:30746	ChEBI
C00180	KEGG	CHEBI:30746	ChEBI
C02363	KEGG	CHEBI:27990	ChEBI
C02363	KEGG	CHEBI:27990	ChEBI
C00196	KEGG	CHEBI:18026	ChEBI
C00628	KEGG	CHEBI:17189	ChEBI
C05200	KEGG	CHEBI:18081	ChEBI
C05200	KEGG	CHEBI:18081	ChEBI
C05313	KEGG	CHEBI:16835	ChEBI
C05313	KEGG	CHEBI:16835	ChEBI
C16234	KEGG	CHEBI:25620	ChEBI
C03993	KEGG	CHEBI:16741	ChEBI
C02730	KEGG	CHEBI:44788	ChEBI
C03925	KEGG	CHEBI:1395	ChEBI
C18515	KEGG	CHEBI:38450	ChEBI
C18791	KEGG	CHEBI:38451	ChEBI
C18525	KEGG	CHEBI:38449	ChEBI
C18526	KEGG	CHEBI:38452	ChEBI
C01784	KEGG	CHEBI:41033	ChEBI
C19021	KEGG	CHEBI:38813	ChEBI
C01275	KEGG	CHEBI:15612	ChEBI
C16149	KEGG	CHEBI:49222	ChEBI
C02519	KEGG	CHEBI:40813	ChEBI
C05809	KEGG	CHEBI:50116	ChEBI
C00230	KEGG	CHEBI:36062	ChEBI
C01839	KEGG	CHEBI:32807	ChEBI
C02868	KEGG	CHEBI:15871	ChEBI
C06580	KEGG	CHEBI:16725	ChEBI
C04524	KEGG	CHEBI:16068	ChEBI
C10784	KEGG	CHEBI:3359	ChEBI
C06672	KEGG	CHEBI:30816	ChEBI
C13425	KEGG	CHEBI:31116	ChEBI
C18131	KEGG	CHEBI:61122	ChEBI
C11319	KEGG	CHEBI:53648	ChEBI
C02657	KEGG	CHEBI:17637	ChEBI
C02657	KEGG	CHEBI:17637	ChEBI
C14088	KEGG	CHEBI:20141	ChEBI
C14103	KEGG	CHEBI:20450	ChEBI
C12458	KEGG	CHEBI:31111	ChEBI
C00587	KEGG	CHEBI:30764	ChEBI
C00156	KEGG	CHEBI:30763	ChEBI
C03885	KEGG	CHEBI:18162	ChEBI
C20342	KEGG	CHEBI:178256	ChEBI
C20343	KEGG	CHEBI:179285	ChEBI
C00805	KEGG	CHEBI:16914	ChEBI
C01691	KEGG	CHEBI:39669	ChEBI
C01405	KEGG	CHEBI:15365	ChEBI
C14163	KEGG	CHEBI:34918	ChEBI
C14109	KEGG	CHEBI:20415	ChEBI
C12305	KEGG	CHEBI:31832	ChEBI
C10759	KEGG	CHEBI:2696	ChEBI
C10794	KEGG	CHEBI:5354	ChEBI
C10794	KEGG	CHEBI:193466	ChEBI
C05848	KEGG	CHEBI:1845	ChEBI
C03885	KEGG	CHEBI:84501	ChEBI
C01424	KEGG	CHEBI:30778	ChEBI
C01572	KEGG	CHEBI:30814	ChEBI
C05616	KEGG	CHEBI:28647	ChEBI
C09731	KEGG	CHEBI:4806	ChEBI
C09972	KEGG	CHEBI:9518	ChEBI
C10834	KEGG	CHEBI:9522	ChEBI
C10224	KEGG	CHEBI:4916	ChEBI
C04576	KEGG	CHEBI:18082	ChEBI
C10243	KEGG	CHEBI:479	ChEBI
C04516	KEGG	CHEBI:17527	ChEBI
C04360	KEGG	CHEBI:27395	ChEBI
C04101	KEGG	CHEBI:15723	ChEBI
C04101	KEGG	CHEBI:15723	ChEBI
C01158	KEGG	CHEBI:15834	ChEBI
C01158	KEGG	CHEBI:15834	ChEBI
C10219	KEGG	CHEBI:3884	ChEBI
C10788	KEGG	CHEBI:4775	ChEBI
C13452	KEGG	CHEBI:75211	ChEBI
C17458	KEGG	CHEBI:24182	ChEBI
C10833	KEGG	CHEBI:68329	ChEBI
C10837	KEGG	CHEBI:9780	ChEBI
C11155	KEGG	CHEBI:10607	ChEBI
C16985	KEGG	CHEBI:80843	ChEBI
C17520	KEGG	CHEBI:81153	ChEBI
C09919	KEGG	CHEBI:69499	ChEBI
C08478	KEGG	CHEBI:4492	ChEBI
C10274	KEGG	CHEBI:8179	ChEBI
C09953	KEGG	CHEBI:70148	ChEBI
C03223	KEGG	CHEBI:17416	ChEBI
C03223	KEGG	CHEBI:17416	ChEBI
C03233	KEGG	CHEBI:17199	ChEBI
C06680	KEGG	CHEBI:27600	ChEBI
C17554	KEGG	CHEBI:174768	ChEBI
C14097	KEGG	CHEBI:19643	ChEBI
C14504	KEGG	CHEBI:34678	ChEBI
C18338	KEGG	CHEBI:81684	ChEBI
C21168	KEGG	CHEBI:229985	ChEBI
C18625	KEGG	CHEBI:262350	ChEBI
C14709	KEGG	CHEBI:34034	ChEBI
C19168	KEGG	CHEBI:82275	ChEBI
C06578	KEGG	CHEBI:28122	ChEBI
C08683	KEGG	CHEBI:4970	ChEBI
C10588	KEGG	CHEBI:4311	ChEBI
